x,y,std,con_95,con_95_plus,con_99,con_99_plus
1.300000000000000000e+03,2.853976810326823710e-01,5.861167689886064014e-02,9.361281821777603374e-03,2.947589628544599605e-01,1.235957022453790417e-02,2.977572512572203012e-01
1.320000000000000000e+03,2.830727249383926392e-01,5.876323950174324601e-02,9.385488947631972015e-03,2.924582138860246094e-01,1.239153055621334404e-02,2.954642554946059763e-01
1.340000000000000000e+03,2.871493306252863587e-01,5.753135026769242572e-02,9.188735281753018444e-03,2.963380659070393719e-01,1.213175942693177703e-02,2.992810900522181461e-01
1.360000000000000000e+03,2.749889658449531926e-01,5.300857376742688226e-02,8.466370939423107853e-03,2.834553367843762883e-01,1.117803182993124846e-02,2.861669976748844602e-01
1.380000000000000000e+03,2.873762458949893905e-01,5.784446353073056935e-02,9.238744796111298535e-03,2.966149906911006995e-01,1.219778629337738354e-02,2.995740321883667567e-01
1.400000000000000000e+03,2.808743861395043284e-01,5.216590856167330204e-02,8.331782971805704735e-03,2.892061691113100297e-01,1.100033720767606103e-02,2.918747233471803981e-01
1.420000000000000000e+03,2.908391494836126134e-01,5.979889430512257131e-02,9.550900636863130996e-03,3.003900501204757600e-01,1.260992130952406400e-02,3.034490707931366549e-01
1.440000000000000000e+03,2.947091273479647278e-01,6.153550070613556661e-02,9.828266219858446118e-03,3.045373935678231669e-01,1.297612323209897285e-02,3.076852505800636850e-01
1.460000000000000000e+03,2.940142949099664449e-01,5.974304299209647756e-02,9.541980232107338811e-03,3.035562751420737837e-01,1.259814382315953274e-02,3.066124387331259915e-01
1.480000000000000000e+03,2.934710651442601903e-01,6.267382834305200434e-02,1.001007650713415728e-02,3.034811416513943372e-01,1.321616482639218285e-02,3.066872299706523974e-01
1.500000000000000000e+03,2.836040107460764959e-01,5.289960542922066827e-02,8.448966842192458596e-03,2.920529775882689805e-01,1.115505344235440122e-02,2.947590641884308971e-01
1.520000000000000000e+03,2.966659841212359594e-01,6.160136206540034465e-02,9.838785399275662077e-03,3.065047695205116440e-01,1.299001155841867858e-02,3.096559956796546276e-01
1.540000000000000000e+03,2.937518486922437444e-01,6.008721030739280766e-02,9.596949606859968979e-03,3.033487982991037168e-01,1.267071912431899129e-02,3.064225678165627409e-01
1.560000000000000000e+03,3.016951174124494761e-01,6.222127357611222792e-02,9.937795812616192354e-03,3.116329132250656442e-01,1.312073363045330142e-02,3.148158510429027723e-01
